No.,Q1,Q2
27,I think today's class was about the confusion and class related to data cleaning. Some data are not easy to find. I used to think the data is already clean but I found it was not the way. It is important to learn in this step.,"I think data should be always understanding the data. If pre-processing is not correct, some analysis and the metrics will be wrong. We need to check the data before analysis."
28,"What I learned today is about visualization and data types. When I was looking at the types of data, their visualization. I also have different grades and graphs can capture different objects. I also enjoyed learning how different data objects can be related. How to point an equation with variables or logical thinking.",Extra attention. Recently I will not only explain whether the data can be very powerful. To true opinion in testing. AI agent can in terms of everything and establishing thing like hypothesis inference or observation. The data pattern has or incorrect. Additional attention may be given to gain understanding. Please additional questions may be given if neglected.
29,NULL,"I say that our data visualization abilities. It is also useful and very important to data. It is useful. AI and therefore AI helped me in knowing my understanding in the subject of AI and data science, it also useful and helpful. I say I think our data community is also important. Thus we are able to be processed or advanced. Our data evolves each time and we can get a result possible by AI. These agents enable analysis to be done when it is needed."
30,Learned about data types and formats. Found it interesting how different representations affect the analysis approach.,"When processing data, need to verify the output format. AI may change formats unexpectedly. Need proper validation steps."
31,It was interesting that noisy data can be helpful for avoiding overfitting.,"When we use AI agent, it is important that data tells different agent. For example, data value 'null' can be interpreted in various meanings."
32,Data preprocessing and visualization were most interesting. Learning about different types of missing data and how to handle them was valuable.,"AI agents need proper instructions for data handling. Need to specify the exact preprocessing steps wanted, otherwise the agent might make wrong assumptions."
33,"The most interesting thing I learned today is the different types of missing data (MCAR, MAR, MNAR) and how each requires a different approach for handling. This is important because it directly affects the reliability of the analysis.","When using AI agent for data understanding and preprocessing, we need to be careful about domain-specific issues. For example, in medical data, missing values might have clinical significance. The agent might fill in values that are statistically reasonable but clinically inappropriate."
34,"The most interesting thing I learned today is that LLM model will preprocess data. We are able to understand that the data preprocessing step has its importance. But also I think that we have to see both supporting data without this step. The better data, the better result. The preprocessing step is important but it really only is the understanding. But it holds no value.",NULL
35,"For me the most interesting thing we learn today is visualization of data is interesting, as it make a long or complex or direct data easily understood by representing it using plot, graph or any visual. It is a phrase that 'one picture is worth a thousand words'. And it also the least complex they've learn today.","In my opinion, I think that need extra attention. It is a case when the data have extreme values. The AI agent then even follows pattern. extreme value may seem irrelevant but it don't need the pattern, maybe AI will learn it as an error and ignore the pattern. If the data of customer buying order normally 0~200 dollar, and suddenly there is 16,000 dollar, that is an error that we should know."
36,What's interesting: I'm amazed at how data can be represented into discrete and continuous. Also data can be represented as regression or categorization. The possible different ways of learning is interesting.,"Error detection: All special things split from know and it, I heard of many how plus and group to all. It means from 2 and take what can be integrated as real data. Solely goal data can be complicated. So who using data from AI too complicated words, we need to think about the data truthfully on the data before using it."
37,NULL,Society. The people relation the modeling and also when data comes and only the learning that the data it to its more. I am expected to like the way in like itself.
38,"Data types differences. Understanding data types is visualizing my learning. Since data are at several involved has diagram new, think & use graph > understanding everything.","People Hackathon: a labeled but great data attention is needed. It requires them smaller results/labels making mistakes. Every types list of data. In setting patterns and some reading. Mining update + contribution. Monitoring makes new errors. Since the data update, since off or model mistakes, double-check needs to be accurate or multiple inputs to be done by human or multiple inputs."
39,"Importance of preprocessing in the data. When data is stored and it shows while it seems important, then it the data of AI, LLM, and only state models. If data was reformated the resulting model will change. If this sense more important than the model or computing methods.","In some cases, we need to know the result (true or false) they are the exceptions/outliers (this is the reason why we learned about errors, and they). Therefore making the AI open to values for outliers. Where data should be handled with basic shape. Hence we handle these."
41,"There is two very interesting things for today. The first one being there are various types of visualization. We can show all of them by using plots, charts and graphs. I want to use in my field. I see some having fun tables to turn to so we see visualization and data visualization about the question of AI generate plot to analyze chart in the real life.","Extra attention when using AI agent. I think nowadays do really great work. For me personally they can do many work even more. So even AI can do it, trusting AI work is not good. So we need to double check it! It is fabricating or generating some data about on this. This double checking process is especially important when it comes to sensitive data add-on."
42,A data 100 visualization site was interesting.,"AI tends to use 'the most popular method' unless clarified otherwise. If not directly asked, AI might fill in invalid (N/A) data with average value when it actually needs to be deleted or filled with 'unknown', or vice versa."
43,"Data Analysis, and today I found weight analysis working. Without expert review. Weight case analysis is important. But today professor told us data analysis in movie weights. The movie derived in movie analysis weights case in real world. The picture describing in movie weights. LLM makes we look forward to assigning the feature at data science.","When working on an AI agent for data is getting smarter and can perform various functions. However, I think it is important to decide methods and how to use LLM in specific domains. Not using an AI agent for all fields, we have to think creatively and can explain why and how to use LLM."
44,Learned about data visualization and preprocessing. Found it interesting how visual representations can reveal hidden patterns in data.,AI agents should be used carefully for preprocessing. Need to validate results and understand the domain context before applying AI-generated preprocessing steps.
45,The most interesting thing I learned today has to do with data science. I realized that data science has a lot to do with attribute relationships. Two datasets with categories and attributes should be well covered in PCA. These are all closely related. I was able to see clearly my research including finding a very close relationship with my research.,"I also want to ask about when using AI agent data understanding or preprocessing for data. If I put sensitive or subjective data to AI agent, the data might be passed to paper AI experts somewhere. Positive or negative experience that I've tried to summarize the paper of GEMME, so I should do critical thinking on the summary, the AI agent remained."
46,The most interesting thing is that it happened this year and how new AI does. I received a visual model that removes every related data. It is related about it being together. The reasoning is the most important idea. It is related.,"I would pay when AI is able to perform tasks like finding the patterns. I said of finding the related ones. The reason is because the AI agent cannot attend to do my analysis. For example, in the case at a situation, Rashikid used AI and it ended up citing a case wrongly and even creating a case that never existed."
47,About data types and visualization concepts. Learned about different ways to process and handle data. Found the various data handling techniques interesting.,"When using AI, especially for data tasks, need to be mindful of the context. The AI might not have enough domain knowledge to make proper decisions about data preprocessing."
48,Found the classification and dimensionality reduction concepts most interesting. Learning about how data can be transformed for better analysis.,AI agents need careful monitoring when preprocessing data. The automated processes might introduce errors that are hard to detect later.
49,"I just interesting thing is that today I learned that data cleaning and preprocessing are really important. What I really important in data analysis. I think data preprocessing is the key to getting good results from any analysis. Without clean data, the results will be unreliable.","When working with AI agents for data tasks, we need to be especially careful about data privacy and security. Also, AI might make assumptions about the data that are incorrect, leading to wrong preprocessing decisions. Human oversight is essential."
50,The most interesting thing I learned today is about data understanding and preprocessing. I could see that understanding patterns and relationships in data is very important. Data visualization helps a lot in understanding complex datasets. I also found the concept of missing value handling very important.,"Base case where I need extra attention when using AI agent. By data understanding and preprocessing. Smart or no problems there: as AI agent may be making mistakes(error). Observing the data going the step the AI agent should be helpful, but how for example, this AI may be sometimes data understanding helps meaning analysis. However, it want or require an extreme instance or situation. Data label by itself - need have Positive/True/False that this time concluded in Validated by very help, and to try or remove may know reducing."
51,"The most interesting thing I learned today is knowing the inaccuracy of data when it comes to the data itself. There was a missing data that is left behind. It means we need to learn how to see left over. However, after learning the deep reasoning behind it, which are called missing data. I learn of traits that are surprising that at some point in reality it was clean if it actually surprising to be the first.","In the case where we need to give attention for data understanding when AI agent, we need to check on calculations and prescription. Filling this information for it. Create data types. For example, average/median/after data. Even though the average load what median. Smart is. We need to have data. Next, it we need that data. The AI agent has to give extra attention. If we use tables, instructions/situations, etc. But they cannot problem. We need extra effort and attention to understand the data to. We can actually explain to others and sometimes we can spot something wrong generated by the AI agent if we fully understand the data meaningfully and thoroughly."
52,Thought in is relatively important: deep representation learning. Set in very intrigued in how neural networks work. Also how bits work is providing the world today more complex algorithms larger transformation of preprocessing. Basically it is simple logic. But we need to understand the basis of AI. It is believed we need to understand everything before we use AI for data. Gather analysis / processing a system-level / properties we can that the proper matter a lot even when using an AI agent. Teachers instead of wasting for its better to prompt and try one.,Also the people matter a lot even when using an AI agent. Teachers instead of wasting for a conclusion. Its better to prompt and try one by one.
53,"The most interesting thing that I learned today is about the similarity. The reason is because the similarity that need to be measure. When we are facing a data, there can be very alternate ideas. It's like the the meaning is important. Especially when facing data, contain very alternate types.","I think only the extra attention is AI agent. As we say that we need to vary, large dataset. Apart from that, so that the AI agent the data properly, rather than one AI purpose only, but not best. Whether the result is good or better. Performance."
54,"Most interesting thing I learned is NO, meeting of data preprocessing in data science letter building any model, data will be cleaned and inputed. Raw world data can be going complicated to collected the data, and more going to understand about them. Then we can make it more. Could also visualize into graph to make it more passthrough and easier for all. Development.","Data attention is included when AI agent handle missing value, fill missing value, it would automatically fill values or reduce, although this is use. The proper analysis, some point even. Data AI agent used it in the data value that might not be exact. Could be measure of a different meaning, units or meanings. Holding that data AI agent for data processing. Human is still necessary when using AI agent for data preprocessing."
55,The most interesting thing I learned today was this year about problems in data such as missing or noisy/incomplete values. I found this especially interesting because it showed how data preprocessing affects the quality of analysis and how important it is to set a proper cleaning step.,I had some examples to make the AI agent realize why data is important/necessary. The first role. When data is displayed values the agent may still correctly. Preprocessing-deleting others' data understanding the context. It still requires an AI agent in preprocessing. Human reading is still important.
56,"We can visualize data through many tools, not specifically through scatter plot method. I found it interesting to use it for finding pattern and relations between data mathematically.","When using AI agent for data understanding and preprocessing, we need to be aware of data accuracy produced by the agent, since it can lack important context and details. Also would it be able to recognize bias/filled or missy values."
57,The most interesting thing I learned today is the collecting and discovering data concepts and how our subject familiar or rather how to demonstrate the data and the concepts I think. It's important to know and also everything and will reasoning well and most part.,"I think we could even attach new ones like target to think an explosion level in volume that is to our control. Both with other data. Together, is to establish normally and understand. Verify the consideration with the related behind."
59,"I think interesting things. It was about visualization and data types. When I was looking at the types of data visualization, I also enjoyed to be how different data and graphs can capture insights and be presented in a meaningful way.",Extra attention. I will try to see evaluating on how to it easy relation. All real test not evaluating whether the description given is true from or not working. AI agent can be very powerful. In terms of everything and establishing thing like hypotheses. Inference or observations. Observing the data pattern has or incorrect. Additional attention must be given to gain understanding. Place and other questions may be given if neglected.
61,"The most interesting thing I learned. A lot of compelling processes when it comes to data, the most useful I found is the preprocessing data. The initial step at data analysis the pair. And I think the properly step with certain method to combine and together it all in many related to explore the scope that represents a different data.",The case related. We are very understanding that data especially in the preprocessing should be in a very hands on understanding. Care as LLMs are currently good but understanding the data own better and bias. So it might just submit the data analysis just to satisfy the user. It should be a more filled data analysis. I believe the understanding of validated results. Its my data interpretation should not be interpreted by AI. It is hoped better understanding. Information on it should be focused in understanding.
62,"Patterns finding was initially a similarity of data and its preprocessing. I found it was fascinating that you can look at the patterns and compare it mathematically by looking at the same development, and it was interesting to see how it can be established, relationships between kinds of objects.","AI must be able to correctly check all the data entries' format since all models don't extract perfectly, and that could lead to the reason why the receiving generated results. Also they would lead and what we wanted. Also at the beginning of the agent, it's better understanding of how this works will help produce better results."
63,Found dimensionality reduction and PCA concepts most interesting. The mathematical basis behind these techniques was enlightening.,"When using AI for data tasks, the agent might oversimplify complex relationships in data. Need domain expertise to guide the AI properly."
64,"The most interesting thing that I learned today is similarity. Altough I used to only Semantic/sim, but I know most similarity in the same method. However, things I find it also in measuring things. Similarity can help us to capture the whole meaning. It is interest computing by some codes. Helps it word.","AI not our own knowledge (with technology) can work the models of AI. It can be measured in different way of make any mistake. It at that contribute it out keep this model. However, as it is understanding, this can cause more problems because important of it. In system, dimension can be deleted by the environment. AI pixel that know event then becomes. And I think we should care more it. Are its about specific diversity. Should be copied when we impress the data."
65,"Learned about data types, visualization methods, and preprocessing techniques. The practical applications of these concepts were the most interesting.","AI agents need human supervision for data tasks. Without proper oversight, the preprocessing steps might introduce biases or errors."
66,Understanding data visualization and classification concepts was most interesting. Found it valuable to learn about different approaches to data preprocessing.,"When using AI agents, need to verify all preprocessing steps. The agent might not handle edge cases properly, and human review is essential for ensuring data quality."
